time_debut,time_fin,n_stations,stations,n_picks,probabilite_max
2014-03-03T11:35:41.429900,2014-03-03T11:35:42.390000,6,"BAM,CPM,GBM,IA2,LAM,SAM",6,0.9999997019767761
2014-03-03T11:35:53.209900,2014-03-03T11:35:54.330000,4,"BAM,GBM,IA2,SAM",4,1.0
2014-03-03T12:29:23.749900,2014-03-03T12:29:26.979900,6,"BAM,CPM,GBM,IA2,LAM,MLM",7,1.0
2014-03-03T12:29:49.189900,2014-03-03T12:29:51.110000,5,"BAM,CPM,GBM,IA2,LAM",5,1.0
2014-03-03T18:43:14.369900,2014-03-03T18:43:16,5,"BAM,CPM,GBM,IA2,LAM",5,0.9976640939712524
2014-03-03T19:05:36.739900,2014-03-03T19:05:42.149900,4,"BAM,CPM,GBM,IA2",4,1.0
2014-03-03T19:06:07.440000,2014-03-03T19:06:09.169900,5,"BAM,CPM,GBM,IA2,LAM",5,1.0
2014-03-03T22:16:37.009900,2014-03-03T22:16:39.530000,4,"BAM,GBM,IA2,LAM",4,1.0
2014-03-03T23:49:55.220000,2014-03-03T23:49:56.340000,4,"BAM,GBM,IA2,LAM",4,1.0
2014-03-04T02:20:04.800000,2014-03-04T02:20:05.870000,4,"BAM,GBM,IA2,LAM",4,1.0
2014-03-04T02:28:53.219900,2014-03-04T02:28:54.509900,5,"BAM,CPM,GBM,IA2,LAM",5,0.9999999403953552
2014-03-04T03:22:17.200000,2014-03-04T03:22:19.679900,6,"BAM,CPM,GBM,IA2,LAM,MLM",6,1.0
2014-03-04T04:12:09.580000,2014-03-04T04:12:10.890000,4,"BAM,GBM,LAM,SAM",4,1.0
2014-03-04T04:20:53.030000,2014-03-04T04:20:54.080000,4,"BAM,GBM,IA2,LAM",4,1.0
2014-03-04T04:24:36.769900,2014-03-04T04:24:37.810000,4,"BAM,GBM,IA2,LAM",4,1.0
2014-03-04T05:48:36.059900,2014-03-04T05:48:37.329900,4,"BAM,CPM,IA2,LAM",4,0.999994158744812
2014-03-04T06:23:12.939900,2014-03-04T06:23:13.989900,5,"BAM,CPM,GBM,IA2,LAM",5,1.0
2014-03-04T07:16:51.529900,2014-03-04T07:16:52.930000,5,"BAM,GBM,IA2,LAM,SAM",5,1.0
2014-03-04T08:17:21.589900,2014-03-04T08:17:22.710000,5,"BAM,GBM,IA2,LAM,SAM",5,1.0
2014-03-04T08:19:36.679900,2014-03-04T08:19:37.280000,4,"BAM,GBM,IA2,LAM",4,0.9999744892120361
2014-03-04T08:41:05.729900,2014-03-04T08:41:07.519900,5,"BAM,GBM,IA2,LAM,SAM",5,0.9999992251396179
2014-03-04T15:06:20.569900,2014-03-04T15:06:21.500000,4,"BAM,GBM,IA2,LAM",4,0.9999995827674866
2014-03-04T15:23:51.719900,2014-03-04T15:23:53.210000,5,"BAM,CPM,GBM,IA2,SAM",5,0.9999997019767761
2014-03-04T17:20:59.619900,2014-03-04T17:21:02.370000,4,"CPM,GBM,IA2,SAM",4,1.0
2014-03-04T18:33:19.999900,2014-03-04T18:33:22.570000,4,"BAM,GBM,IA2,SAM",4,1.0
2014-03-04T19:44:41.759900,2014-03-04T19:44:42.670000,4,"BAM,GBM,IA2,LAM",4,0.9999904632568359
2014-03-04T21:52:14.360000,2014-03-04T21:52:17.380000,6,"BAM,CPM,GBM,IA2,LAM,SAM",6,0.9999940395355225
2014-03-04T22:25:40.020000,2014-03-04T22:25:41.369900,4,"BAM,GBM,IA2,LAM",4,1.0
2014-03-04T23:29:32.259900,2014-03-04T23:29:33.249900,4,"BAM,GBM,IA2,LAM",4,1.0
2014-03-04T23:49:59.450000,2014-03-04T23:50:00.509900,4,"BAM,GBM,IA2,LAM",4,1.0
2014-03-04T23:55:08.399900,2014-03-04T23:55:10.479900,4,"BAM,CPM,GBM,IA2",4,0.999990701675415
2014-03-05T00:34:30.450000,2014-03-05T00:34:32.589900,6,"BAM,CPM,GBM,IA2,LAM,SAM",6,1.0
2014-03-05T00:40:51.909900,2014-03-05T00:40:53.180000,4,"BAM,GBM,IA2,LAM",4,1.0
2014-03-05T00:59:48.570000,2014-03-05T00:59:50.119900,4,"BAM,GBM,IA2,LAM",4,1.0
2014-03-05T01:10:50.869900,2014-03-05T01:10:52.129900,4,"BAM,CPM,GBM,IA2",4,1.0
2014-03-05T02:09:37.739900,2014-03-05T02:09:40.839900,4,"BAM,GBM,IA2,LAM",5,0.9998947381973267
2014-03-05T03:06:49.860000,2014-03-05T03:06:51.619900,4,"BAM,GBM,IA2,LAM",4,1.0
2014-03-05T03:56:37.720000,2014-03-05T03:56:38.680000,4,"BAM,GBM,IA2,LAM",4,1.0
2014-03-05T04:03:21.929900,2014-03-05T04:03:25.379900,6,"BAM,CPM,GBM,IA2,LAM,MLM",6,1.0
2014-03-05T04:32:22.869900,2014-03-05T04:32:25.199900,7,"BAM,CPM,GBM,IA2,LAM,MLM,SAM",7,1.0
2014-03-05T04:32:47.140000,2014-03-05T04:32:48.450000,4,"BAM,GBM,IA2,LAM",4,1.0
2014-03-05T04:40:42.759900,2014-03-05T04:40:44.320000,5,"BAM,GBM,IA2,LAM,SAM",5,1.0
2014-03-05T05:12:25.030000,2014-03-05T05:12:26.480000,6,"BAM,CPM,GBM,IA2,LAM,SAM",6,1.0
2014-03-05T11:52:27.180000,2014-03-05T11:52:28.260000,4,"BAM,GBM,IA2,LAM",4,1.0
2014-03-05T13:03:15.249900,2014-03-05T13:03:20.550000,4,"BAM,GBM,IA2,LAM",5,1.0
2014-03-05T20:03:34.899900,2014-03-05T20:03:35.740000,5,"BAM,CPM,GBM,LAM,SAM",5,1.0
2014-03-06T00:04:17.249900,2014-03-06T00:04:18.059900,4,"BAM,CPM,GBM,IA2",4,1.0
2014-03-06T00:48:12.860000,2014-03-06T00:48:14.320000,4,"BAM,GBM,IA2,LAM",4,1.0
2014-03-07T00:01:23.889900,2014-03-07T00:01:24.839900,4,"BAM,CPM,GBM,IA2",4,1.0
2014-03-07T19:06:47.479900,2014-03-07T19:06:49.209900,4,"BAM,CPM,GBM,IA2",4,0.9999982118606567
2014-03-07T19:07:13.759900,2014-03-07T19:07:16.059900,4,"BAM,CPM,GBM,MLM",4,0.9997445344924927
2014-03-09T14:43:15.269900,2014-03-09T14:43:17.059900,7,"BAM,CPM,GBM,IA2,LAM,MLM,SAM",7,1.0
2014-03-09T19:12:36.199900,2014-03-09T19:12:38.460000,6,"BAM,CPM,GBM,IA2,MLM,SAM",6,1.0
2014-03-10T04:32:45.209900,2014-03-10T04:32:46.339900,5,"BAM,CPM,IA2,LAM,MLM",5,0.9988418817520142
2014-03-10T04:32:57.869900,2014-03-10T04:32:59.260000,7,"BAM,CPM,GBM,IA2,LAM,MLM,SAM",7,1.0
2014-03-10T05:28:29.739900,2014-03-10T05:28:34.699900,5,"BAM,CPM,GBM,IA2,SAM",6,0.9999999403953552
2014-03-10T09:10:06.980000,2014-03-10T09:10:08.809900,6,"BAM,CPM,GBM,IA2,LAM,SAM",6,1.0
2014-03-10T09:39:09,2014-03-10T09:39:10.259900,4,"BAM,GBM,IA2,LAM",4,1.0
2014-03-10T14:34:05.809900,2014-03-10T14:34:06.889900,5,"BAM,CPM,GBM,IA2,LAM",5,1.0
2014-03-10T21:56:26.379900,2014-03-10T21:56:27.450000,5,"BAM,CPM,GBM,IA2,LAM",5,0.9999961256980896
2014-03-10T23:16:42.829900,2014-03-10T23:16:44.490000,5,"BAM,CPM,GBM,IA2,LAM",5,0.9999654293060303
